"MetaCyc"	meta
"Streptococcus parasanguinis FW213"	spar1114965
"Streptococcus parasanguinis SK236"	spar1035185-hmp
"Streptococcus parauberis KCTC 11537"	spar936154
"Streptococcus pasteurianus ATCC 43144"	spas981540
"Streptococcus peroris ATCC 700780"	sper888746-hmp
"Streptococcus phocae salmonis"	gcf_000772915
"Streptococcus plurextorum DSM 22810"	gcf_000423745
"Streptococcus pneumoniae 2070109"	spne914132
"Streptococcus pneumoniae 2070335"	spne914141
"Streptococcus pneumoniae 2070425"	spne914133
"Streptococcus pneumoniae 2070531"	spne914142
"Streptococcus pneumoniae 2071004"	spne914135
"Streptococcus pneumoniae 2072047"	spne914136
"Streptococcus pneumoniae 2080076"	spne914144
"Streptococcus pneumoniae 2080913"	spne914145
"Streptococcus pneumoniae 2081074"	spne914137
"Streptococcus pneumoniae 2081685"	spne914138
"Streptococcus pneumoniae 2082170"	spne914146
"Streptococcus pneumoniae 2082239"	spne914147
"Streptococcus pneumoniae 4075-00"	spne760873
"Streptococcus pneumoniae 670-6B"	spne189423
"Streptococcus pneumoniae 6735-05"	spne760862
"Streptococcus pneumoniae 6901-05"	spne760863
"Streptococcus pneumoniae 6963-05"	spne760865
"Streptococcus pneumoniae 70585"	spne488221
"Streptococcus pneumoniae 7286-06"	spne760869
"Streptococcus pneumoniae 7533-05"	spne760872
"Streptococcus pneumoniae A026"	spne1408179
"Streptococcus pneumoniae AP200"	spne574093
"Streptococcus pneumoniae ATCC 700669"	spne561276
"Streptococcus pneumoniae BR1064"	spne1001746
"Streptococcus pneumoniae BS455"	spne595501
"Streptococcus pneumoniae BS457"	spne512768
"Streptococcus pneumoniae BS458"	spne512769
"Streptococcus pneumoniae Canada MDR_19A"	spne637987
"Streptococcus pneumoniae Canada MDR_19F"	spne637988
"Streptococcus pneumoniae CCRI 1974"	spne570507
"Streptococcus pneumoniae CCRI 1974M2"	spne574965
"Streptococcus pneumoniae CDC0288-04"	spne453364
"Streptococcus pneumoniae CDC1087-00"	spne453361
"Streptococcus pneumoniae CDC1873-00"	spne453362
"Streptococcus pneumoniae CDC3059-06"	spne453365
"Streptococcus pneumoniae CGSP14"	spne516950
"Streptococcus pneumoniae D39"	spne373153
"Streptococcus pneumoniae England14-9"	spne1069625
"Streptococcus pneumoniae EU-NP01"	spne760877
"Streptococcus pneumoniae EU-NP02"	spne760878
"Streptococcus pneumoniae EU-NP03"	spne760879
"Streptococcus pneumoniae EU-NP04"	spne760880
"Streptococcus pneumoniae EU-NP05"	spne760881
"Streptococcus pneumoniae G54"	spne512566
"Streptococcus pneumoniae GA02254"	spne760742
"Streptococcus pneumoniae GA02270"	spne760743
"Streptococcus pneumoniae GA02506"	spne1069626
"Streptococcus pneumoniae GA02714"	spne760744
"Streptococcus pneumoniae GA04175"	spne760745
"Streptococcus pneumoniae GA04216"	spne1069624
"Streptococcus pneumoniae GA04375"	spne760746
"Streptococcus pneumoniae GA04672"	spne1069627
"Streptococcus pneumoniae GA05248"	spne760749
"Streptococcus pneumoniae GA05578"	spne1069623
"Streptococcus pneumoniae GA06083"	spne760750
"Streptococcus pneumoniae GA07228"	spne760754
"Streptococcus pneumoniae GA07643"	spne760755
"Streptococcus pneumoniae GA07914"	spne760756
"Streptococcus pneumoniae GA13499"	spne760747
"Streptococcus pneumoniae GA13637"	spne760773
"Streptococcus pneumoniae GA13856"	spne760775
"Streptococcus pneumoniae GA14688"	spne760777
"Streptococcus pneumoniae GA14798"	spne760778
"Streptococcus pneumoniae GA16121"	spne760779
"Streptococcus pneumoniae GA16242"	spne760780
"Streptococcus pneumoniae GA16531"	spne760781
"Streptococcus pneumoniae GA16833"	spne760782
"Streptococcus pneumoniae GA17227"	spne760784
"Streptococcus pneumoniae GA17301"	spne760785
"Streptococcus pneumoniae GA19101"	spne760798
"Streptococcus pneumoniae GA19451"	spne760799
"Streptococcus pneumoniae GA19690"	spne760800
"Streptococcus pneumoniae GA19923"	spne760801
"Streptococcus pneumoniae GA19998"	spne760802
"Streptococcus pneumoniae GA40183"	spne760804
"Streptococcus pneumoniae GA40410"	spne760805
"Streptococcus pneumoniae GA40563"	spne760806
"Streptococcus pneumoniae GA41277"	spne760808
"Streptococcus pneumoniae GA41301"	spne760809
"Streptococcus pneumoniae GA41317"	spne760810
"Streptococcus pneumoniae GA41410"	spne760811
"Streptococcus pneumoniae GA41437"	spne760812
"Streptococcus pneumoniae GA41538"	spne760813
"Streptococcus pneumoniae GA41565"	spne760814
"Streptococcus pneumoniae GA41688"	spne760815
"Streptococcus pneumoniae GA43257"	spne760816
"Streptococcus pneumoniae GA43264"	spne760817
"Streptococcus pneumoniae GA43265"	spne760818
"Streptococcus pneumoniae GA43380"	spne760819
"Streptococcus pneumoniae GA44128"	spne760820
"Streptococcus pneumoniae GA44194"	spne760821
"Streptococcus pneumoniae GA47179"	spne760829
"Streptococcus pneumoniae GA47210"	spne760830
"Streptococcus pneumoniae GA47281"	spne760831
"Streptococcus pneumoniae GA47283"	spne760832
"Streptococcus pneumoniae GA47360"	spne760833
"Streptococcus pneumoniae GA47368"	spne760834
"Streptococcus pneumoniae GA47373"	spne760835
"Streptococcus pneumoniae GA47388"	spne760837
"Streptococcus pneumoniae GA47439"	spne760860
"Streptococcus pneumoniae GA47461"	spne760838
"Streptococcus pneumoniae GA47502"	spne760839
"Streptococcus pneumoniae GA47522"	spne760840
"Streptococcus pneumoniae GA47562"	spne760841
"Streptococcus pneumoniae GA47597"	spne760842
"Streptococcus pneumoniae GA47628"	spne760843
"Streptococcus pneumoniae GA47688"	spne760844
"Streptococcus pneumoniae GA47751"	spne760845
"Streptococcus pneumoniae GA47760"	spne760846
"Streptococcus pneumoniae GA47778"	spne760847
"Streptococcus pneumoniae GA47901"	spne760861
"Streptococcus pneumoniae GA47976"	spne760850
"Streptococcus pneumoniae GA49138"	spne760851
"Streptococcus pneumoniae GA49194"	spne760852
"Streptococcus pneumoniae GA49447"	spne760854
"Streptococcus pneumoniae GA49542"	spne760855
"Streptococcus pneumoniae GA52306"	spne760856
"Streptococcus pneumoniae GA52612"	spne760858
"Streptococcus pneumoniae GA54354"	spne1105115
"Streptococcus pneumoniae GA54644"	spne760859
"Streptococcus pneumoniae GA56113"	spne1105116
"Streptococcus pneumoniae GA56348"	spne1105117
"Streptococcus pneumoniae GA58581"	spne1105118
"Streptococcus pneumoniae GA58771"	spne1105121
"Streptococcus pneumoniae GA58981"	spne1131628
"Streptococcus pneumoniae GA60080"	spne1105119
"Streptococcus pneumoniae GA60132"	spne1131627
"Streptococcus pneumoniae GA60190"	spne1105120
"Streptococcus pneumoniae GA62331"	spne1131630
"Streptococcus pneumoniae GA62681"	spne1131629
"Streptococcus pneumoniae gamPNI0373"	spne697283
"Streptococcus pneumoniae Hungary19A-6"	spne487214
"Streptococcus pneumoniae INV104"	spne869269
"Streptococcus pneumoniae INV200"	spne869216
"Streptococcus pneumoniae JJA"	spne488222
"Streptococcus pneumoniae MLV-016"	spne453366
"Streptococcus pneumoniae ND6012"	spne1001747
"Streptococcus pneumoniae Netherlands15B-37"	spne760888
"Streptococcus pneumoniae NorthCarolina6A-23"	spne760887
"Streptococcus pneumoniae NP070"	spne760884
"Streptococcus pneumoniae NP112"	spne760882
"Streptococcus pneumoniae NP127"	spne760886
"Streptococcus pneumoniae NP141"	spne760883
"Streptococcus pneumoniae NP170"	spne760885
"Streptococcus pneumoniae OXC141"	spne869215
"Streptococcus pneumoniae P1031"	spne488223
"Streptococcus pneumoniae PCS125219"	spne1159084
"Streptococcus pneumoniae PCS70012"	spne1159085
"Streptococcus pneumoniae PCS8106"	spne1159081
"Streptococcus pneumoniae PCS81218"	spne1159086
"Streptococcus pneumoniae PCS8203"	spne1159082
"Streptococcus pneumoniae PCS8235"	spne1159083
"Streptococcus pneumoniae PNI0002"	spne1159087
"Streptococcus pneumoniae PNI0006"	spne1159088
"Streptococcus pneumoniae PNI0007"	spne1159089
"Streptococcus pneumoniae PNI0008"	spne1159090
"Streptococcus pneumoniae PNI0009"	spne1159091
"Streptococcus pneumoniae PNI0010"	spne1159092
"Streptococcus pneumoniae PNI0076"	spne1159093
"Streptococcus pneumoniae PNI0153"	spne1159094
"Streptococcus pneumoniae PNI0199"	spne1159098
"Streptococcus pneumoniae PNI0360"	spne1159100
"Streptococcus pneumoniae PNI0427"	spne1159101
"Streptococcus pneumoniae PNI0446"	spne1159102
"Streptococcus pneumoniae PT8114"	spne1001744
"Streptococcus pneumoniae R6"	spne171101
"Streptococcus pneumoniae R6M2-PG"	spne1089300
"Streptococcus pneumoniae SP-BS293"	spne497963
"Streptococcus pneumoniae SP11-BS70"	spne406559
"Streptococcus pneumoniae SP14-BS292"	spne497962
"Streptococcus pneumoniae SP14-BS69"	spne406560
"Streptococcus pneumoniae SP18-BS74"	spne406561
"Streptococcus pneumoniae SP19-BS75"	spne406562
"Streptococcus pneumoniae SP195"	spne453363
"Streptococcus pneumoniae SP23-BS72"	spne406563
"Streptococcus pneumoniae SP3-BS71"	spne406556
"Streptococcus pneumoniae SP6-BS73"	spne406557
"Streptococcus pneumoniae SP9-BS68"	spne406558
"Streptococcus pneumoniae SPAR27"	spne1159209
"Streptococcus pneumoniae SPAR48"	spne1159210
"Streptococcus pneumoniae SPAR55"	spne1159211
"Streptococcus pneumoniae SPAR95"	spne1159212
"Streptococcus pneumoniae SPN021198"	spne869308
"Streptococcus pneumoniae SPN034156"	spne869303
"Streptococcus pneumoniae SPN034183"	spne869304
"Streptococcus pneumoniae SPN061370"	spne869801
"Streptococcus pneumoniae SPN072838"	spne869305
"Streptococcus pneumoniae SPN1041"	spne869310
"Streptococcus pneumoniae SPN7465"	spne869313
"Streptococcus pneumoniae SPN994038"	spne869306
"Streptococcus pneumoniae SPN994039"	spne869307
"Streptococcus pneumoniae SPNA45"	spne869309
"Streptococcus pneumoniae ST556"	spne1130804
"Streptococcus pneumoniae SV35"	spne497738
"Streptococcus pneumoniae SV36"	spne497739
"Streptococcus pneumoniae Taiwan19F-14"	spne487213
"Streptococcus pneumoniae TCH8431/19A"	spne525381-hmp
"Streptococcus pneumoniae TIGR4"	spne170187
"Streptococcus porci DSM 23759"	gcf_000423765
"Streptococcus porcinus Jelinkova 176"	spor873448
"Streptococcus pseudopneumoniae IS7493"	spse1054460
"Streptococcus pseudoporcinus SPIN 20026"	spse910313-hmp
"Streptococcus pyogenes A20"	spyo1235829
"Streptococcus pyogenes Alab49"	spyo487215
"Streptococcus pyogenes ATCC 10782"	spyo864568-hmp
"Streptococcus pyogenes HSC5"	spyo1336746
"Streptococcus pyogenes M1 476"	spyo1207470
"Streptococcus pyogenes M1 GAS"	spyo160490
"Streptococcus pyogenes Manfredo"	spyo160491
"Streptococcus pyogenes MGAS10270"	spyo370552
"Streptococcus pyogenes MGAS10394"	spyo286636
"Streptococcus pyogenes MGAS10750"	spyo370554
"Streptococcus pyogenes MGAS15252"	spyo798300
"Streptococcus pyogenes MGAS1882"	spyo1010840
"Streptococcus pyogenes MGAS2096"	spyo370553
"Streptococcus pyogenes MGAS315"	spyo198466
"Streptococcus pyogenes MGAS5005"	spyo293653
"Streptococcus pyogenes MGAS6180"	spyo319701
"Streptococcus pyogenes MGAS8232"	spyo186103
"Streptococcus pyogenes MGAS9429"	spyo370551
"Streptococcus pyogenes NZ131"	spyo471876
"Streptococcus pyogenes SSI-1"	spyo193567
"Streptococcus ratti FA-1 = DSM 20564"	gcf_000286075
"Streptococcus salivarius 57.I"	ssal1046629
"Streptococcus salivarius CCHSS3"	ssal1048332
"Streptococcus salivarius JIM8777"	ssal347253
"Streptococcus salivarius SK126"	ssal596322-hmp
"Streptococcus sanguinis ATCC 29667"	ssan997356-hmp
"Streptococcus sanguinis SK1"	ssan888807-hmp
"Streptococcus sanguinis SK1056"	ssan888820-hmp
"Streptococcus sanguinis SK1057"	ssan888821-hmp
"Streptococcus sanguinis SK1058"	ssan888822-hmp
"Streptococcus sanguinis SK1059"	ssan888823-hmp
"Streptococcus sanguinis SK1087"	ssan888824-hmp
"Streptococcus sanguinis SK115"	ssan888810-hmp
"Streptococcus sanguinis SK150"	ssan888811-hmp
"Streptococcus sanguinis SK160"	ssan888812-hmp
"Streptococcus sanguinis SK330"	ssan888813-hmp
"Streptococcus sanguinis SK340"	ssan888814-hmp
"Streptococcus sanguinis SK353"	ssan888815-hmp
"Streptococcus sanguinis SK355"	ssan888816-hmp
"Streptococcus sanguinis SK36"	ssan388919
"Streptococcus sanguinis SK405"	ssan888817-hmp
"Streptococcus sanguinis SK408"	ssan888818-hmp
"Streptococcus sanguinis SK49"	ssan888808-hmp
"Streptococcus sanguinis SK678"	ssan888819-hmp
"Streptococcus sanguinis SK72"	ssan888809-hmp
"Streptococcus sanguinis VMC66"	ssan888825-hmp
"Streptococcus sobrinus DSM 20742 = ATCC 33478"	ssob1123317
"Streptococcus sp. 2_1_36FAA"	ssp469609-hmp
"Streptococcus sp. C150"	ssp435842-hmp
"Streptococcus sp. C300"	ssp563036-hmp
"Streptococcus sp. F0441"	ssp999424-hmp
"Streptococcus sp. F0442"	ssp999425-hmp
"Streptococcus sp. GMD1S"	ssp1169670
"Streptococcus sp. GMD2S"	ssp1169671
"Streptococcus sp. I-G2"	ssp1156431
"Streptococcus sp. I-P16"	ssp1156433
"Streptococcus sp. M143"	ssp563037-hmp
"Streptococcus sp. M334"	ssp563038-hmp
"Streptococcus sp. oral taxon 056 F0418"	ssp904294-hmp
"Streptococcus sp. oral taxon 058 F0407"	ssp861455-hmp
"Streptococcus sp. oral taxon 071 73H25AP"	ssp864570-hmp
"Streptococcus sp. VT 162"	gcf_000688775
"Streptococcus suis 05HAS68"	ssui672190
"Streptococcus suis 05ZYH33"	ssui391295
"Streptococcus suis 98HAH33"	ssui391296
"Streptococcus suis A7"	ssui993512
"Streptococcus suis BM407"	ssui568814
"Streptococcus suis D12"	ssui1004952
"Streptococcus suis D9"	ssui1005042
"Streptococcus suis GZ1"	ssui423211
"Streptococcus suis JS14"	ssui945704
"Streptococcus suis P1/7"	ssui218494
"Streptococcus suis R61"	ssui996306
"Streptococcus suis S735"	ssui1184252
"Streptococcus suis SC070731"	ssui1246365
"Streptococcus suis SC84"	ssui568813
"Streptococcus suis SS12"	ssui1005041
"Streptococcus suis ST1"	ssui1004951
"Streptococcus suis ST3"	ssui1007064
"Streptococcus suis T15"	ssui1340847
"Streptococcus suis TL13"	ssui1276647
"Streptococcus thermophilus CNRZ1066"	sthe299768
"Streptococcus thermophilus JIM 8232"	sthe1051074
"Streptococcus thermophilus LMD-9"	sthe322159
"Streptococcus thermophilus LMG 18311"	sthe264199
"Streptococcus thermophilus MN-ZLW-002"	sthe1187956
"Streptococcus thermophilus MTCC 5460"	sthe1073569
"Streptococcus thermophilus MTCC 5461"	sthe1073570
"Streptococcus thermophilus ND03"	sthe767463
"Streptococcus tigurinus 1366"	stig1282665
"Streptococcus tigurinus AZ_3a"	stig1282664
"Streptococcus uberis 0140J"	sube218495
"Streptococcus urinalis FB127-CNA-2"	suri883168-hmp
"Streptococcus vestibularis ATCC 49124"	sves889206-hmp
"Streptococcus vestibularis F0396"	sves904306-hmp
"Streptomyces acidiscabies 84-104"	saci1116232
"Streptomyces albulus"	gcf_000695235
"Streptomyces albulus ZPM"	gcf_000963515
"Streptomyces albus J1074"	salb457425
"Streptomyces atratus"	gcf_000745675
"Streptomyces auratus AGR0001"	saur1160718
"Streptomyces aureocirculatus"	gcf_000720475
"Streptomyces aureus"	gcf_000725495
"Streptomyces avellaneus"	gcf_000721255
"Streptomyces avermitilis MA-4680 = NBRC 14893"	save227882
"Streptomyces bicolor"	gcf_000719285
"Streptomyces bikiniensis"	gcf_000718595
"Streptomyces bingchenggensis BCW-1"	sbin749414
"Streptomyces bottropensis ATCC 25435"	sbot1054862
"Streptomyces carneus"	gcf_000717405
"Streptomyces catenulae"	gcf_000718015
"Streptomyces cattleya NRRL 8057 = DSM 46488"	scat1003195
"Streptomyces cellulosae"	gcf_000721105
"Streptomyces chartreusis NRRL 12338"	scha1079986
"Streptomyces clavuligerus ATCC 27064"	scla443255
"Streptomyces coelicoflavus ZG0656"	scoe1120227
"Streptomyces coelicolor A3(2)"	sco
"Streptomyces collinus Tu 365"	scol1214242
"Streptomyces cyaneogriseus noncyanogenus"	gcf_000931445
"Streptomyces davawensis JCM 4913"	sdav1214101
"Streptomyces flavidovirens DSM 40150"	gcf_000429085
"Streptomyces flavogriseus ATCC 33331"	spra591167
"Streptomyces fulvissimus DSM 40593"	sful1303692
"Streptomyces fulvoviolaceus"	gcf_000718165
"Streptomyces gancidicus BKS 13-15"	sgan1284664
"Streptomyces ghanaensis ATCC 14672"	sgha566461
"Streptomyces glaucescens"	gcf_000761215
"Streptomyces globisporus C-1027"	sglo1172567
"Streptomyces griseoaurantiacus M045"	sgri996637
"Streptomyces griseoflavus Tu4000"	gcf_000158975
"Streptomyces griseofuscus"	gcf_000718315
"Streptomyces griseorubens"	gcf_000709915
"Streptomyces griseus griseus NBRC 13350"	sgri455632
"Streptomyces griseus XylebKG-1"	sgri649189
"Streptomyces halstedii"	gcf_000720535
"Streptomyces himastatinicus ATCC 53653"	gcf_000158915
"Streptomyces hygroscopicus jinggangensis 5008"	shyg1133850
"Streptomyces hygroscopicus jinggangensis TL01"	shyg1203460
"Streptomyces lividans TK24"	gcf_000739105
"Streptomyces megasporus"	gcf_000718985
"Streptomyces mirabilis"	gcf_000746395
"Streptomyces mobaraensis NBRC 13819 = DSM 40847"	gcf_000342125
"Streptomyces mutabilis"	gcf_000739045
"Streptomyces niveus NCIMB 11891"	gcf_000497425
"Streptomyces olivaceus"	gcf_000721235
"Streptomyces peruviensis"	gcf_000716165
"Streptomyces pristinaespiralis ATCC 25486"	spri457429
"Streptomyces prunicolor NBRC 13075"	gcf_000367365
"Streptomyces purpeofuscus"	gcf_000718025
"Streptomyces purpureus KA281"	gcf_000384175
"Streptomyces pyridomyceticus"	gcf_000717725
"Streptomyces rapamycinicus NRRL 5491"	srap1343740
"Streptomyces resistomycificus"	gcf_000716215
"Streptomyces rimosus rimosus ATCC 10970"	srim1265868
"Streptomyces roseochromogenus oscitans DS 12.976"	gcf_000497445
"Streptomyces roseosporus NRRL 11379"	sros457430
"Streptomyces roseosporus NRRL 15998"	sros457431
"Streptomyces roseoverticillatus"	gcf_000719265
"Streptomyces ruber"	gcf_000725575
"Streptomyces scabiei 87.22"	ssca680198
"Streptomyces scabrisporus DSM 41855"	gcf_000372745
"Streptomyces sclerotialus"	gcf_000719105
"Streptomyces scopuliridis RB72"	gcf_000718095
"Streptomyces seoulensis"	gcf_000725795
"Streptomyces somaliensis DSM 40738"	ssom1134445
"Streptomyces sp. 769"	gcf_000816025
"Streptomyces sp. AA4"	ssp591158
"Streptomyces sp. C"	ssp253839
"Streptomyces sp. e14"	ssp645465
"Streptomyces sp. PAMC26508"	ssp1265601
"Streptomyces sp. S4"	ssp889487
"Streptomyces sp. SA3_actF"	ssp682181
"Streptomyces sp. SA3_actG"	ssp683219
"Streptomyces sp. SirexAA-E"	ssp862751
"Streptomyces sp. SM8"	ssp1195457
"Streptomyces sp. SPB74"	ssp465543
"Streptomyces sp. SPB78"	ssp591157
"Streptomyces sp. Tu6071"	ssp355249
"Streptomyces sp. W007"	ssp1055352
"Streptomyces sulphureus DSM 40104"	gcf_000381025
"Streptomyces sviceus ATCC 29083"	ssvi463191
"Streptomyces thermolilacinus SPC6"	gcf_000478605
"Streptomyces tsukubaensis NRRL18488"	stsu1114943
"Streptomyces turgidiscabies Car8"	stur698760
"Streptomyces venezuelae ATCC 10712"	sven953739
"Streptomyces vietnamensis"	gcf_000830005
"Streptomyces violaceusniger Tu 4113"	svio653045
"Streptomyces violens"	gcf_000717745
"Streptomyces virginiae NRRL B-8091"	gcf_000716685
"Streptomyces virginiae NRRL ISP-5094"	gcf_000720455
"Streptomyces viridochromogenes DSM 40736"	svir591159
"Streptomyces viridochromogenes Tue57"	svir1160705
"Streptomyces vitaminophilus DSM 41686"	gcf_000380165
"Streptomyces xanthophaeus"	gcf_000725805
"Streptomyces xiamenensis"	gcf_000993785
"Streptomyces yeochonensis CN732"	gcf_000745345
"Streptomyces yerevanensis"	gcf_000716805
"Streptomyces zinciresistens K42"	szin700597
"Streptosporangium amethystogenes"	gcf_000721075
"Streptosporangium roseum DSM 43021"	sros479432
"Subdoligranulum sp. 4_3_54A2FAA"	ssp665956-hmp
"Subdoligranulum variabile DSM 15176"	svar411471-hmp
"Succinatimonas hippei YIT 12066"	ship762983-hmp
"Succinimonas amylolytica DSM 2873"	gcf_000378405
"Succinispira mobilis DSM 6222"	gcf_000384135
"Succinivibrio dextrinosolvens H5"	gcf_000702045
"Succinivibrionaceae bacterium WG-1"	sbac758828
"Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565"	gcf_000622405
"Sulfitobacter guttiformis KCTC 32187"	gcf_000622425
"Sulfitobacter mediterraneus KCTC 32188"	gcf_000622345
"Sulfitobacter pontiacus 3SOLIMAR09"	gcf_000647675
"Sulfitobacter sp. EE-36"	ssp52598
"Sulfitobacter sp. NAS-14.1"	ssp314267
"Sulfobacillus acidophilus DSM 10332"	saci679936
"Sulfobacillus acidophilus TPY"	saci1051632
"Sulfolobus acidocaldarius DSM 639"	saci330779
"Sulfolobus acidocaldarius N8"	saci1028566
"Sulfolobus acidocaldarius Ron12/I"	saci1028567
"Sulfolobus acidocaldarius SUSAZ"	saci1435377
"Sulfolobus islandicus HVE10/4"	sisl930943
"Sulfolobus islandicus L.D.8.5"	sisl425944
"Sulfolobus islandicus L.S.2.15"	sisl429572
"Sulfolobus islandicus LAL14/1"	sisl1241935
"Sulfolobus islandicus M.14.25"	sisl427317
"Sulfolobus islandicus M.16.27"	sisl427318
"Sulfolobus islandicus M.16.4"	sisl426118
"Sulfolobus islandicus REY15A"	sisl930945
"Sulfolobus islandicus Y.G.57.14"	sisl439386
"Sulfolobus islandicus Y.N.15.51"	sisl419942
"Sulfolobus solfataricus 98/2"	ssol555311
"Sulfolobus solfataricus P2"	ssol273057
"Sulfolobus tokodaii 7"	stok273063
"Sulfuricella denitrificans skB26"	sden1163617
"Sulfuricurvum kujiense DSM 16994"	skuj709032
"Sulfurihydrogenibium azorense Az-Fu1"	sazo204536
"Sulfurihydrogenibium sp. YO3AOP1"	ssp436114
"Sulfurihydrogenibium subterraneum DSM 15120"	gcf_000619805
"Sulfurimonas autotrophica DSM 16294"	saut563040
"Sulfurimonas denitrificans DSM 1251"	sden326298
"Sulfurimonas gotlandica GD1"	sgot929558
"Sulfuritalea hydrogenivorans sk43H"	gcf_000828635
"Sulfurospirillum arcachonense DSM 9755"	gcf_000597725
"Sulfurospirillum barnesii SES-3"	sbar760154
"Sulfurospirillum deleyianum DSM 6946"	sdel525898
"Sulfurospirillum multivorans DSM 12446"	gcf_000568815
"Sulfurovum lithotrophicum"	gcf_000987835
"Sulfurovum sp. NBC37-1"	ssp387093
"Sutterella parvirubra YIT 11816"	spar762967-hmp
"Sutterella wadsworthensis 2_1_59BFAA"	swad742823-hmp
"Sutterella wadsworthensis 3_1_45B"	swad742821-hmp
"Symbiobacterium thermophilum IAM 14863"	sthe292459
"Synechococcus elongatus PCC 6301"	selo269084
"Synechococcus elongatus PCC 7942"	synel
"Synechococcus sp. BL107"	ssp313625
"Synechococcus sp. CB0101"	ssp232348
"Synechococcus sp. CC9311"	ssp64471
"Synechococcus sp. CC9605"	ssp110662
"Synechococcus sp. CC9902"	ssp316279
"Synechococcus sp. JA-2-3Ba(2-13)"	ssp321332
"Synechococcus sp. JA-3-3Ab"	ssp321327
"Synechococcus sp. KORDI-100"	gcf_000737535
"Synechococcus sp. KORDI-49"	gcf_000737575
"Synechococcus sp. KORDI-52"	gcf_000737595
"Synechococcus sp. PCC 6312"	ssp195253
"Synechococcus sp. PCC 7002"	ssp32049
"Synechococcus sp. PCC 7502"	ssp1173263
"Synechococcus sp. RCC307"	ssp316278
"Synechococcus sp. UTEX 2973"	gcf_000817325
"Synechococcus sp. WH 7803"	ssp32051
"Synechococcus sp. WH 8102"	synwh8102
"Synechococcus sp. WH 8109"	gcf_000161795
"Synechocystis sp. PCC 6714"	gcf_000478825
"Synechocystis sp. PCC 6803"	gcf_000340785
"Synechocystis sp. PCC 6803 GT-S"	ssp1148
"Synechocystis sp. PCC 6803 substr. GT-I"	ssp1080228
"Synechocystis sp. PCC 6803 substr. PCC-N"	ssp1080229
"Synechocystis sp. PCC 6803 substr. PCC-P"	ssp1080230
"Synergistes jonesii"	gcf_000712295
"Synergistes sp. 3_1_syn1"	ssp457415-hmp
"Syntrophobacter fumaroxidans MPOB"	sfum335543
"Syntrophobotulus glycolicus DSM 8271"	sgly645991
"Syntrophomonas wolfei wolfei Goettingen G311"	swol335541
"Syntrophorhabdus aromaticivorans UI"	gcf_000512235
"Syntrophothermus lipocalidus DSM 12680"	slip643648
"Syntrophus aciditrophicus SB"	saci56780
"Tannerella forsythia 92A2"	tfor203275
"Tannerella sp. 6_1_58FAA_CT1"	tsp665949-hmp
"Tatlockia micdadei"	gcf_000953635
"Tatumella morbirosei"	gcf_000757425
"Taylorella asinigenitalis 14/45"	tasi1091495
"Taylorella asinigenitalis MCE3"	tasi1008459
"Taylorella equigenitalis 14/56"	tequ1091497
"Taylorella equigenitalis ATCC 35865"	tequ743973
"Taylorella equigenitalis MCE9"	tequ937774
"Tenacibaculum maritimum NBRC 15946"	gcf_000509405
"Tenacibaculum ovolyticum DSM 18103"	gcf_000430545
"Tepidanaerobacter acetatoxydans"	tsp499229
"Tepidanaerobacter acetatoxydans Re1"	tace1209989
"Tepidiphilus margaritifer DSM 15129"	gcf_000425565
"Terasakiella pusilla DSM 6293"	gcf_000688235
"Teredinibacter turnerae T7901"	ttur377629
"Terribacillus aidingensis"	gcf_000725365
"Terriglobus roseus DSM 18391"	tros926566
"Terriglobus saanensis SP1PR4"	tsaa401053
"Terrimonas ferruginea DSM 30193"	gcf_000425585
"Terrisporobacter glycolicus ATCC 14880 = DSM 1288"	gcf_000439105
"Tetragenococcus halophilus NBRC 12172"	thal945021
"Tetragenococcus muriaticus DSM 15685"	gcf_000423785
"Tetrasphaera elongata Lp2"	gcf_000367525
"Thalassiosira pseudonana CCMP1335"	thaps
"Thalassobacillus devorans MSP14"	gcf_000496835
"Thalassobacter stenotrophicus"	gcf_000765015
"Thalassobaculum salexigens DSM 19539"	gcf_000423805
"Thalassobium sp. R2A62"	tsp633131
"Thalassolituus oleivorans MIL-1"	tole1298593
"Thalassospira australica"	gcf_000763295
"Thalassospira lucentensis MCCC 1A00383 = DSM 14000"	gcf_000421265
"Thalassospira permensis NBRC 106175"	gcf_000714555
"Thalassospira profundimaris WP0211"	tpro1177928
"Thalassospira xiamenensis M-5 = DSM 17429"	txia1123366
"Thauera aminoaromatica S2"	gcf_000310185
"Thauera linaloolentis 47Lol = DSM 12138"	gcf_000621305
"Thauera sp. MZ1T"	tsp85643
"Thauera terpenica 58Eu"	gcf_000443165
"Thermacetogenium phaeum DSM 12270"	tpha1089553
"Thermaerobacter marianensis DSM 12885"	tmar644966
"Thermaerobacter subterraneus DSM 13965"	tsub867903
"Thermanaerovibrio acidaminovorans DSM 6589"	taci525903
"Thermanaerovibrio velox DSM 12556"	gcf_000237825
"Thermincola potens JR"	tpot635013
"Thermithiobacillus tepidarius DSM 3134"	gcf_000423825
"Thermoactinomyces daqus"	gcf_000763315
"Thermoanaerobacter brockii finnii Ako-1"	tbro509193
"Thermoanaerobacter ethanolicus CCSD1"	teth589861
"Thermoanaerobacter ethanolicus JW 200"	teth509192
"Thermoanaerobacter italicus Ab9"	tita580331
"Thermoanaerobacter mathranii mathranii A3"	tmat583358
